number,first_name,last_name,position,age,culture,height,weight,school,college_name,region,division,scout_name,season,week,evaluation,range,confidence,text,player_id
10,Mike,Parker,WR,23,Energetic,74,184,Air Force,Pilots,Rockies,1,American Player Scouts,1,20,64,2,65,"Unfortunately, Parker probably won't hear his name called until the late second or third day of the draft. Will likely see the field in the PFL, but not on every down. Our scouts noted Mike's play was consistently impressive. Productive playmaker with below-average size but above-average heart. Like all college Wide Receivers, Parker has some things to work on for the PFL. Brings sky-high upside for the team that can develop him. ",49389630
8,Blaine,Elliott,P,22,Professional,72,197,North Carolina,Rams,South,1,American Player Scouts,1,22,64,2,65,"Blaine needs to play with better discipline and anticipation as a pro. Blaine proved to our scouts that his performance matched his reputation. Elliott is low-key and calm off the field, and is likely to remain focused. Like all college Punters, Elliott has some things to work on for the PFL. For the time our scouts watched him, Elliott kept up, but didn't show he had long-term potential for greatness. ",49389965
57,David,Johnson,G,23,Aggressive,78,284,Southern Mississippi,Golden Peregrines,South,1,American Player Scouts,1,23,64,2,65,"David needs to play with better discipline and anticipation as a pro. Our scouts noted David's play was consistently impressive. Like all college Left Guards, Johnson has some things to work on for the PFL. Johnson should be able to compete for most starting depth chart positions when he reaches his full potential. ",49389723
87,Paul,Lewis,WR,21,Strategic,74,198,Missouri State,Grizzlies,South,2,American Player Scouts,1,23,64,2,65,"Paul needs to play with better discipline and anticipation as a pro. A decent WR in 4- or 5-WR sets, but probably won't be a primary PFL receiver. Our scouts noted Paul's play was consistently impressive. Like all college Wide Receivers, Lewis has some things to work on for the PFL. Lewis is a player that has the potential to become an All-Pro someday. ",49389638
20,Marshall,Williams,S,22,Aggressive,71,204,Huntington,Bison,Appalachia,1,American Player Scouts,1,24,64,2,65,"Marshall needs to play with better discipline and anticipation as a pro. Williams continued to pick up elements of the defensive scheme and his play has steadily transformed from hesitant in 2023 to downright instinctive in 2025. Marshall does not have excellent hands and is thus not a real threat to create interceptions and make game-changing plays on defense. He is a poor blitzer who lacks vision and the ability to fight through blocks. He is susceptible to giving up some separation early in routes as he turns to trailing technique. Overall, Marshall was generally solid, but sometimes made some mistakes. Like all college Strong Safetys, Williams has some things to work on for the PFL. Marshall showed great development during his time at Huntington, and he expects to continue after transitioning to the pros. ",49389921
52,Randall,Gillespie,OLB,23,Strategic,74,275,Penn State,Mountain Lions,Appalachia,1,American Player Scouts,1,25,64,2,65,"Unfortunately, Gillespie probably won't hear his name called until the late second or third day of the draft. Gillespie continued to pick up elements of the defensive scheme and his play has steadily transformed from hesitant in 2023 to downright instinctive in 2025. Randall does not have excellent hands and is thus not a real threat to create interceptions and make game-changing plays on defense. He is a poor blitzer who lacks vision and the ability to fight through blocks. Long, athletic linebacker who makes his presence on the field known. Randall proved to our scouts that his performance matched his reputation. Like all college Left Outside Linebackers, Gillespie has some things to work on for the PFL. He brings great upside, and his potential shouldn't be overlooked. ",49389813
42,Vinny,Curry,CB,22,,71,209,Arizona,Tigers,Southwest,1,Media,1,2,63,5,50,,49389885
52,Andy,Faison,G,20,,79,316,Oklahoma,Wagoneers,Great Plains,1,Media,1,2,63,5,50,,49389725
56,Dexter,Champion,T,22,,75,298,Utah,Chiefs,Great Basin,1,Media,1,2,63,5,50,,49389673
80,Morgan,Payne,TE,21,,75,248,Nevada,Wolves,Great Basin,1,Media,1,2,63,5,50,,49389660
33,Jason,Scott,HB,21,,70,194,Indiana,Groundhogs,Midwest,1,Media,1,2,63,5,50,,49389573
67,Randy,Brown,DE,22,,74,265,Arkansas,Boars,South,1,Media,1,2,63,5,50,,49389757
60,Jordan,Russell,T,21,,76,325,Dallas,Mustangs,Texas,1,Media,1,2,63,5,50,,49389677
91,Ricardo,Johnson,OLB,20,,77,266,Clemson,Wildcats,South,1,Media,1,2,63,5,50,,49389847
1,Tony,Brooks,CB,23,,72,200,Colorado,Bison,Rockies,1,Media,1,2,63,5,50,,49389874
28,Mike,Luther,HB,22,,69,198,Lewisburg,Buffaloes,Appalachia,2,Media,1,2,63,5,50,,49389579
58,Michael,Moore,T,21,,79,295,Central Michigan,Natives,Midwest,1,Media,1,2,63,5,50,,49389727
9,James,Clark,QB,23,,72,209,West Lafayette,Engineers,Midwest,1,Media,1,2,63,5,50,,49389540
30,Scott,Minor,HB,23,,73,198,Auburn,Wildcats,South,1,Media,1,2,63,5,50,,49389584
32,Johnthan,Colley,CB,21,,75,194,Kansas State,Cougars,Great Plains,1,Media,1,2,63,5,50,,49389868
9,Willie,Stroud,QB,22,,75,211,Air Force,Pilots,Rockies,1,Media,1,2,63,5,50,,49389544
95,Adarius,Yazzie,DT,21,Aggressive,77,335,Arizona State,Sun Demons,Southwest,1,American Player Scouts,1,7,63,2,65,,49389785
26,Joey,Pinkerton,S,20,Strategic,73,192,Arizona State,Sun Demons,Southwest,1,American Player Scouts,1,7,63,2,65,,49389931
68,Jerome,Snyder,T,23,Professional,79,325,Southern California,Spartans,California,1,American Player Scouts,1,8,63,2,65,,49389740
39,Stephen,Roberson,CB,23,Aggressive,75,182,Navy,Sailors,Mid-Atlantic,1,American Player Scouts,1,14,63,2,65,,49389895
56,Tavon,White,T,22,Strategic,75,286,Louisiana State,Cougars,South,1,American Player Scouts,1,18,63,2,65,,49389728
1,Tony,Brooks,CB,23,Aggressive,72,200,Colorado,Bison,Rockies,1,American Player Scouts,1,19,63,2,65,"Tony needs to play with better discipline and anticipation as a pro. Brooks continued to pick up elements of the defensive scheme and his play has steadily transformed from hesitant in 2023 to downright instinctive in 2025. Tony does not have excellent hands and is thus not a real threat to create interceptions and make game-changing plays on defense. He is a poor blitzer who lacks vision and the ability to fight through blocks. He is susceptible to giving up some separation early in routes as he turns to trailing technique. Overall, Tony was generally solid, but sometimes made some mistakes. Like all college Cornerbacks, Brooks has some things to work on for the PFL. Brooks is a player that has the potential to become an All-Pro someday. ",49389874
67,Randy,Brown,DE,22,Adaptable,74,265,Arkansas,Boars,South,1,American Player Scouts,1,21,63,2,65,"Randy needs to play with better discipline and anticipation as a pro. Brown continued to pick up elements of the defensive scheme and his play has steadily transformed from hesitant in 2023 to downright instinctive in 2025. He needs to add a few more items to his rush menu in order to maintain his rush production against PFL tackles. Randy is a high-effort pass rusher who does well at picking up coverage sacks. He does not win cleanly against offensive linemen and struggles to shed blocks. Brown should spend more time in the film room to help improve his inconsistent play. Like all college Right Ends, Brown has some things to work on for the PFL. Randy has the talent to become a great PFL player someday. ",49389757
21,Juwan,Keith,FB,23,Strategic,71,227,Pittsburgh,Jaguars,Appalachia,1,American Player Scouts,1,25,63,2,65,"Juwan needs to play with better discipline and anticipation as a pro. Juwan proved to our scouts that his performance matched his reputation. Like all college Fullbacks, Keith has some things to work on for the PFL. Keith is a player that has the potential to become an All-Pro someday. ",49389587
27,Keith,Henderson,S,22,Strategic,72,180,Penn State,Mountain Lions,Appalachia,1,American Player Scouts,1,25,63,2,65,"Unfortunately, Henderson probably won't hear his name called until the late second or third day of the draft. Henderson continued to pick up elements of the defensive scheme and his play has steadily transformed from hesitant in 2023 to downright instinctive in 2025. Keith does not have excellent hands and is thus not a real threat to create interceptions and make game-changing plays on defense. He is a poor blitzer who lacks vision and the ability to fight through blocks. He is susceptible to giving up some separation early in routes as he turns to trailing technique. His poor understanding of higher level defenses will be a major problem overriding any positive athleticism going forward. Henderson should spend more time in the film room to help improve his inconsistent play. Henderson may actually end up being limited to the slot as a pro because of his thin frame and low weight. Like all college Free Safetys, Henderson has some things to work on for the PFL. Henderson should be able to compete for most starting depth chart positions when he reaches his full potential. ",49389938
61,Beau,Mayer,T,22,Professional,78,303,Pittsburgh,Jaguars,Appalachia,1,American Player Scouts,1,25,63,2,65,"Unfortunately, Mayer probably won't hear his name called until the late second or third day of the draft. Overall, Beau was generally solid, but sometimes made some mistakes. Like all college Right Tackles, Mayer has some things to work on for the PFL. Mayer should be able to compete for most starting depth chart positions when he reaches his full potential. ",49389670
79,Edward,Haugen,DT,23,,73,301,Georgia Southern,Herons,South,1,Media,1,2,62,5,50,,49389803
23,Joey,Irby,CB,23,,71,173,Georgia Tech,Wasps,South,1,Media,1,2,62,5,50,,49389880
51,Ricky,Smith,T,22,,75,327,Texas A&M,Ranchers,Texas,1,Media,1,2,62,5,50,,49389730
39,Cory,Washington,S,23,,70,210,Virginia Tech,Turkeys,South,1,Media,1,2,62,5,50,,49389929
88,Kenny,Taylor,TE,23,,75,252,Alabama,Red Wave,South,1,Media,1,2,62,5,50,,49389662
65,Adam,Anderson,G,21,,78,289,Washington,Samoyeds,Pacific Northwest,1,Media,1,2,62,5,50,,49389686
71,Rashaan,Wood,C,20,,77,285,North Texas,Angry Riders,Great Plains,1,Media,1,2,62,5,50,,49389697
35,Aldrick,Smith,HB,23,,68,195,Miami (FL),Storms,Florida,1,Media,1,2,62,5,50,,49389560
60,Matt,Watson,G,21,,78,299,Oregon,Seagulls,Pacific Northwest,1,Media,1,2,62,5,50,,49389714
65,Demontre,Stewart,T,20,,75,286,Hawaii,Volcanoes,Hawaii,1,Media,1,2,62,5,50,,49389738
52,Patrick,Alderman,DE,23,,76,287,North Texas,Angry Riders,Great Plains,1,Media,1,2,62,5,50,,49389759
6,Carson,March,QB,23,,71,214,Michigan State,Trojans,Midwest,1,Media,1,2,62,5,50,,49389541
24,Larry,McLaurin,CB,23,,73,198,Memphis,Lions,South,1,Media,1,2,62,5,50,,49389886
89,Brian,Cunningham,WR,22,,73,207,Kent State,Lightning,Midwest,1,Media,1,2,62,5,50,,49389627
62,Landon,Reese,C,23,,76,294,Michigan,Weasels,Midwest,1,Media,1,2,62,5,50,,49389710
85,Tavaris,Lake,TE,22,,75,259,Kansas State,Cougars,Great Plains,1,Media,1,2,62,5,50,,49389663
95,Joe,Ferrell,DE,22,,78,247,Utah,Chiefs,Great Basin,1,Media,1,2,62,5,50,,49389743
58,Alex,Washington,DT,23,,76,323,Waco,Grizzlies,Texas,1,Media,1,2,62,5,50,,49389783
54,Chris,Johnson,OLB,20,,78,223,Waco,Grizzlies,Texas,1,Media,1,2,62,5,50,,49389855
65,Clark,Doyle,DE,22,Energetic,74,293,Arizona,Tigers,Southwest,1,American Player Scouts,1,7,62,2,65,,49389773
26,Joey,Pinkerton,S,20,Strategic,73,192,Arizona State,Sun Demons,Southwest,1,American Player Scouts,1,7,62,2,65,,49389931
18,D'Joun,Gao,K,23,Adaptable,76,204,Southern California,Spartans,California,1,American Player Scouts,1,8,62,2,65,,49389952
92,Jacob,Boles,P,21,Professional,72,191,Texas State,Wildcats,Texas,1,American Player Scouts,1,9,62,2,65,,49389962
19,Hayes,McCoy,P,22,Energetic,73,217,Ohio State,Acorns,Midwest,1,American Player Scouts,1,11,62,2,65,,49389958
30,Cam,Batson,K,21,Aggressive,69,187,Ohio State,Acorns,Midwest,1,American Player Scouts,1,11,62,2,65,,49389948
76,Brian,Wolfe,DT,23,Strategic,73,330,Navy,Sailors,Mid-Atlantic,1,American Player Scouts,1,14,62,2,65,,49389780
58,Abelardo,Cameron,DT,22,Aggressive,77,315,Middle Tennessee,Blue Pillagers,South,1,American Player Scouts,1,15,62,2,65,"Abelardo needs to play with better discipline and anticipation as a pro. Cameron continued to pick up elements of the defensive scheme and his play has steadily transformed from hesitant in 2023 to downright instinctive in 2025. He needs to add a few more items to his rush menu in order to maintain his rush production against PFL tackles. Cameron is more wrestler than gap-eater when taking on blocks as a nose. Overall, Abelardo was generally solid, but sometimes made some mistakes. Like all college Defensive Tackles, Cameron has some things to work on for the PFL. For the time our scouts watched him, Cameron kept up, but didn't show he had long-term potential for greatness. ",49389804
19,Steven,Tobin,P,23,Energetic,75,214,Cincinnati,Cubs,Midwest,1,American Player Scouts,1,16,62,2,65,"Steven needs to play with better discipline and anticipation as a pro. Our scouts noted Steven's play was consistently impressive. Tobin is low-key and calm off the field, and is likely to remain focused. Like all college Punters, Tobin has some things to work on for the PFL. For the time our scouts watched him, Tobin kept up, but didn't show he had long-term potential for greatness. ",49389963
55,Ali,Mason,OLB,21,Strategic,74,271,South Bend,Leprechauns,Midwest,1,American Player Scouts,1,16,62,2,65,"Unfortunately, Mason probably won't hear his name called until the late second or third day of the draft. Ali does not have excellent hands and is thus not a real threat to create interceptions and make game-changing plays on defense. He is a poor blitzer who lacks vision and the ability to fight through blocks. Long, athletic linebacker who makes his presence on the field known. Our scouts noted Ali's play was consistently impressive. Like all college Left Outside Linebackers, Mason has some things to work on for the PFL. His name was mentioned many times by our scouts after leaving the facility for showing outstanding leadership potential. ",49389820
21,Nate,Banks,CB,23,Adaptable,75,191,Ohio State,Acorns,Midwest,1,American Player Scouts,1,16,62,2,65,"Nate needs to play with better discipline and anticipation as a pro. Banks continued to pick up elements of the defensive scheme and his play has steadily transformed from hesitant in 2023 to downright instinctive in 2025. Nate does not have excellent hands and is thus not a real threat to create interceptions and make game-changing plays on defense. He is a poor blitzer who lacks vision and the ability to fight through blocks. He is susceptible to giving up some separation early in routes as he turns to trailing technique. Nate proved to our scouts that his performance matched his reputation. Like all college Cornerbacks, Banks has some things to work on for the PFL. His name was mentioned many times by our scouts after leaving the facility for showing outstanding leadership potential. ",49389899
9,Morgan,Diaz,K,23,Energetic,74,212,Auburn,Wildcats,South,1,American Player Scouts,1,18,62,2,65,"Unfortunately, Diaz probably won't hear his name called until the late second or third day of the draft. Our scouts noted Morgan's play was consistently impressive. Like all college Kickers, Diaz has some things to work on for the PFL. Morgan showed great development during his time at Auburn, and he expects to continue after transitioning to the pros. ",49389943
64,Chad,Church,T,21,Aggressive,77,322,Air Force,Pilots,Rockies,1,American Player Scouts,1,19,62,2,65,"Chad needs to play with better discipline and anticipation as a pro. As a pass blocker, he is a liability due to his speed, lack of agility, and depth in his drop. Church should spend more time in the film room to help improve his inconsistent play. Church is low-key and calm off the field, and is likely to remain focused. Like all college Right Tackles, Church has some things to work on for the PFL. Our scouts didn't see anything special about Church's long-term PFL potential. ",49389671
75,Dan,Cook,DE,20,Professional,79,257,Colorado,Bison,Rockies,1,American Player Scouts,1,19,62,2,65,"Dan needs to play with better discipline and anticipation as a pro. He needs to add a few more items to his rush menu in order to maintain his rush production against PFL tackles. Dan is a high-effort pass rusher who does well at picking up coverage sacks. He does not win cleanly against offensive linemen and struggles to shed blocks. Cook should spend more time in the film room to help improve his inconsistent play. Like all college Right Ends, Cook has some things to work on for the PFL. Cook might make a PFL roster, but don't expect him to be an All-Pro later in his career. ",49389751
29,Daryl,Childs,S,20,Strategic,69,178,Air Force,Pilots,Rockies,1,American Player Scouts,1,19,62,2,65,"Daryl needs to play with better discipline and anticipation as a pro. Daryl does not have excellent hands and is thus not a real threat to create interceptions and make game-changing plays on defense. He is a poor blitzer who lacks vision and the ability to fight through blocks. He is susceptible to giving up some separation early in routes as he turns to trailing technique. There's potential for him to play the roaming safety role in the middle of the field because his instincts put him in position to make plays on the ball. Daryl proved to our scouts that his performance matched his reputation. Productive playmaker with below-average size but above-average heart. Like all college Strong Safetys, Childs has some things to work on for the PFL. Brings sky-high upside for the team that can develop him. ",49389915
71,Eric,Thomas,T,22,Strategic,77,320,Georgia Tech,Wasps,South,1,American Player Scouts,1,22,62,2,65,"Eric needs to play with better discipline and anticipation as a pro. As a pass blocker, he is a liability due to his speed, lack of agility, and depth in his drop. Overall, Eric was generally solid, but sometimes made some mistakes. Like all college Left Tackles, Thomas has some things to work on for the PFL. For the time our scouts watched him, Thomas kept up, but didn't show he had long-term potential for greatness. ",49389731
16,Josh,Wilson,QB,23,Energetic,74,217,Kentucky,Tigers,South,1,American Player Scouts,1,23,62,2,65,"Josh needs to play with better discipline and anticipation as a pro. He doesn't have the arm strength or release quickness to consistently survive off-target throws against pro coverage. He is a classic pocket passer, and not really a dual-threat quarterback. Wilson should spend more time in the film room to help improve his inconsistent play. Wilson is low-key and calm off the field, and is likely to remain focused. Like all college Quarterbacks, Wilson has some things to work on for the PFL. For the time our scouts watched him, Wilson kept up, but didn't show he had long-term potential for greatness. ",49389548
7,Carl,Marino,TE,23,Adaptable,77,236,Penn State,Mountain Lions,Appalachia,1,American Player Scouts,1,24,62,2,65,"Unfortunately, Marino probably won't hear his name called until the late second or third day of the draft. Tight end with some vertical talent who can't be expected to add much as an in-line blocker. Overall, Carl was generally solid, but sometimes made some mistakes. Like all college Tight Ends, Marino has some things to work on for the PFL. Brings sky-high upside for the team that can develop him. ",49389661
32,Keith,Harrison,CB,23,,70,211,Kent State,Lightning,Midwest,1,Media,1,2,61,5,50,,49389894
89,Cameron,Dubose,WR,21,,74,180,Kansas,Larks,Great Plains,1,Media,1,2,61,5,50,,49389617
10,Brandon,Brown,TE,22,,75,241,Southern California,Spartans,California,1,Media,1,2,61,5,50,,49389664
33,Logan,Grossman,P,22,,76,195,Alabama,Red Wave,South,1,Media,1,2,61,5,50,,49389956
26,Joey,Pinkerton,S,20,,73,192,Arizona State,Sun Demons,Southwest,1,Media,1,2,61,5,50,,49389931
18,Zack,Timm,P,23,,72,214,Clemson,Wildcats,South,1,Media,1,2,61,5,50,,49389959
66,Sean,Lopez,DT,23,,73,307,Michigan State,Trojans,Midwest,1,Media,1,2,61,5,50,,49389802
16,Josh,Wilson,QB,23,,74,217,Kentucky,Tigers,South,1,Media,1,2,61,5,50,,49389548
92,Johnthan,Conner,DT,22,,76,338,Georgia,Dawgs,South,1,Media,1,2,61,5,50,,49389795
78,Joe,Roberts,T,22,,76,285,Arizona State,Sun Demons,Southwest,1,Media,1,2,61,5,50,,49389679
47,Brock,Williams,CB,21,,73,174,Clemson,Wildcats,South,1,Media,1,2,61,5,50,,49389904
2,Dan,Wilson,K,22,,68,200,Georgetown,Presidents,Mid-Atlantic,2,Media,1,2,61,5,50,,49389951
74,Ronnie,Crawford,C,21,,75,326,Southern California,Spartans,California,1,Media,1,2,61,5,50,,49389698
53,Michael,Butler,OLB,21,,72,249,Florida State,Chiefs,Florida,1,Media,1,2,61,5,50,,49389852
55,Logan,Mayo,G,23,,76,328,Florida,Manatees,Florida,1,Media,1,2,61,5,50,,49389712
49,Doug,Arnold,TE,22,,78,247,Louisiana State,Cougars,South,1,Media,1,2,61,5,50,,49389666
39,Elijah,Butler,HB,23,,69,191,Texas Tech,Red Pillagers,Texas,1,Media,1,2,61,5,50,,49389571
14,Dusty,Johnson,WR,21,,78,181,Western Michigan,Mustangs,Midwest,1,Media,1,2,61,5,50,,49389606
68,Jerome,Snyder,T,23,,79,325,Southern California,Spartans,California,1,Media,1,2,61,5,50,,49389740
20,Joe,Scott,S,21,Aggressive,73,183,North Carolina,Rams,South,1,American Player Scouts,1,12,61,2,65,,49389916
33,Ezekiel,Williams,FB,21,Aggressive,69,229,Georgia,Dawgs,South,1,American Player Scouts,1,12,61,2,65,,49389592
76,Jarvis,Howard,G,23,Professional,77,318,West Lafayette,Engineers,Midwest,1,American Player Scouts,1,16,61,2,65,"Jarvis needs to play with better discipline and anticipation as a pro. As a pass blocker, he is a liability due to his speed, lack of agility, and depth in his drop. Our scouts noted Jarvis's play was consistently impressive. Like all college Left Guards, Howard has some things to work on for the PFL. Our scouts didn't see anything special about Howard's long-term PFL potential. ",49389724
2,James,Scott,P,21,Aggressive,74,192,South Bend,Leprechauns,Midwest,1,American Player Scouts,1,16,61,2,65,"James needs to play with better discipline and anticipation as a pro. Scott should spend more time in the film room to help improve his inconsistent play. Like all college Punters, Scott has some things to work on for the PFL. James showed great development during his time at South Bend, and he expects to continue after transitioning to the pros. ",49389957
43,Bruce,Carter,CB,21,Adaptable,70,211,Penn State,Mountain Lions,Appalachia,1,American Player Scouts,1,25,61,2,65,"Bruce needs to play with better discipline and anticipation as a pro. Bruce does not have excellent hands and is thus not a real threat to create interceptions and make game-changing plays on defense. He is a poor blitzer who lacks vision and the ability to fight through blocks. He is susceptible to giving up some separation early in routes as he turns to trailing technique. His poor understanding of higher level defenses will be a major problem overriding any positive athleticism going forward. Carter should spend more time in the film room to help improve his inconsistent play. Like all college Cornerbacks, Carter has some things to work on for the PFL. Carter should be able to compete for most starting depth chart positions when he reaches his full potential. ",49389879
61,Jordan,Parker,DE,20,,75,273,Louisiana State,Cougars,South,1,Media,1,2,60,5,50,,49389769
43,Cyril,Morris,MLB,22,,78,255,Appalachian State,Miners,Appalachia,1,Media,1,2,60,5,50,,49389824
64,Chad,Church,T,21,,77,322,Air Force,Pilots,Rockies,1,Media,1,2,60,5,50,,49389671
24,Pat,Wang,HB,23,,70,194,Florida,Manatees,Florida,1,Media,1,2,60,5,50,,49389564
72,Christian,Washington,DT,23,,77,349,Kansas,Larks,Great Plains,1,Media,1,2,60,5,50,,49389778
13,Eddie,Seymour,WR,22,,74,211,Southern California,Spartans,California,1,Media,1,2,60,5,50,,49389619
19,Joe,Jackson,WR,23,,72,181,Florida,Manatees,Florida,1,Media,1,2,60,5,50,,49389614
17,DeAngelo,Duncan,K,23,,74,167,Louisiana State,Cougars,South,1,Media,1,2,60,5,50,,49389953
99,Tyreek,Williams,DE,21,,76,285,Southern California,Spartans,California,1,Media,1,2,60,5,50,,49389750
55,Elandon,Cunningham,T,23,,77,306,Philadelphia,Nightingales,Mid-Atlantic,1,Media,1,2,60,5,50,,49389681
57,Johnthan,Logan,DE,22,,78,254,Huntington,Bison,Appalachia,1,Media,1,2,60,5,50,,49389756
35,Da'Norris,Herron,FB,22,,69,271,Wisconsin,Marmots,Midwest,1,Media,1,2,60,5,50,,49389600
28,Chris,Turner,S,20,,69,218,Florida State,Chiefs,Florida,1,Media,1,2,60,5,50,,49389926
18,D'Joun,Gao,K,23,,76,204,Southern California,Spartans,California,1,Media,1,2,60,5,50,,49389952
49,Ryan,Howard,WR,22,Aggressive,75,215,Durham,Devils,South,1,American Player Scouts,1,5,60,2,65,,49389644
28,Dwayne,Riley,WR,20,Adaptable,77,218,Nashville,Admirals,South,1,American Player Scouts,1,5,60,2,65,,49389629
10,Fabian,Campbell,P,21,Aggressive,72,197,Kansas State,Cougars,Great Plains,1,American Player Scouts,1,17,60,2,65,"Fabian needs to play with better discipline and anticipation as a pro. Overall, Fabian was generally solid, but sometimes made some mistakes. Like all college Punters, Campbell has some things to work on for the PFL. Fabian has the talent to become a great PFL player someday. ",49389964
39,Cory,Washington,S,23,Adaptable,70,210,Virginia Tech,Turkeys,South,1,American Player Scouts,1,22,60,2,65,"Unfortunately, Washington probably won't hear his name called until the late second or third day of the draft. Washington continued to pick up elements of the defensive scheme and his play has steadily transformed from hesitant in 2023 to downright instinctive in 2025. Cory does not have excellent hands and is thus not a real threat to create interceptions and make game-changing plays on defense. He is a poor blitzer who lacks vision and the ability to fight through blocks. He is susceptible to giving up some separation early in routes as he turns to trailing technique. His poor understanding of higher level defenses will be a major problem overriding any positive athleticism going forward. Overall, Cory was generally solid, but sometimes made some mistakes. Like all college Free Safetys, Washington has some things to work on for the PFL. His name was mentioned many times by our scouts after leaving the facility for showing outstanding leadership potential. ",49389929
62,Jarvis,McDaniel,C,22,Energetic,79,283,Louisiana-Lafayette,Acadians,South,1,American Player Scouts,1,23,60,2,65,"Unfortunately, McDaniel probably won't hear his name called until the late second or third day of the draft. As a pass blocker, he is a liability due to his speed, lack of agility, and depth in his drop. McDaniel should spend more time in the film room to help improve his inconsistent play. Like all college Centers, McDaniel has some things to work on for the PFL. Our scouts didn't see anything special about McDaniel's long-term PFL potential. ",49389706
24,Larry,McLaurin,CB,23,Strategic,73,198,Memphis,Lions,South,1,American Player Scouts,1,23,60,2,65,"Unfortunately, McLaurin probably won't hear his name called until the late second or third day of the draft. McLaurin continued to pick up elements of the defensive scheme and his play has steadily transformed from hesitant in 2023 to downright instinctive in 2025. He is a poor blitzer who lacks vision and the ability to fight through blocks. He is susceptible to giving up some separation early in routes as he turns to trailing technique. His poor understanding of higher level defenses will be a major problem overriding any positive athleticism going forward. Our scouts noted Larry's play was consistently impressive. Like all college Cornerbacks, McLaurin has some things to work on for the PFL. For the time our scouts watched him, McLaurin kept up, but didn't show he had long-term potential for greatness. ",49389886
21,Juwan,Keith,FB,23,Strategic,71,227,Pittsburgh,Jaguars,Appalachia,1,American Player Scouts,1,24,60,2,65,"Juwan needs to play with better discipline and anticipation as a pro. Our scouts noted Juwan's play was consistently impressive. Like all college Fullbacks, Keith has some things to work on for the PFL. Keith is a player that has the potential to become an All-Pro someday. ",49389587
61,Beau,Mayer,T,22,Professional,78,303,Pittsburgh,Jaguars,Appalachia,1,American Player Scouts,1,24,60,2,65,,49389670
85,Ronald,Sherman,WR,22,Aggressive,75,182,West Virginia,Miners,Appalachia,1,American Player Scouts,1,25,60,2,65,"Ronald needs to play with better discipline and anticipation as a pro. Sherman could benefit from some more reps at WR. Sherman should spend more time in the film room to help improve his inconsistent play. Sherman may actually end up being limited to the slot as a pro because of his thin frame and low weight. Like all college Wide Receivers, Sherman has some things to work on for the PFL. Brings sky-high upside for the team that can develop him. ",49389618
20,Marshall,Williams,S,22,Aggressive,71,204,Huntington,Bison,Appalachia,1,American Player Scouts,1,25,60,2,65,"Unfortunately, Williams probably won't hear his name called until the late second or third day of the draft. Williams continued to pick up elements of the defensive scheme and his play has steadily transformed from hesitant in 2023 to downright instinctive in 2025. Marshall does not have excellent hands and is thus not a real threat to create interceptions and make game-changing plays on defense. He is a poor blitzer who lacks vision and the ability to fight through blocks. He is susceptible to giving up some separation early in routes as he turns to trailing technique. Marshall proved to our scouts that his performance matched his reputation. Like all college Strong Safetys, Williams has some things to work on for the PFL. He brings great upside, and his potential shouldn't be overlooked. ",49389921
14,David,Arnold,WR,23,,70,206,Missouri,Lions,South,1,Media,1,2,59,5,50,,49389623
36,J.D.,Griffin,CB,21,,73,220,Miami (FL),Storms,Florida,1,Media,1,2,59,5,50,,49389867
82,LeShaun,Quarles,TE,23,,78,231,Ohio State,Acorns,Midwest,1,Media,1,2,59,5,50,,49389658
19,Terence,Allen,WR,21,,77,196,Texas,Bulls,Texas,1,Media,1,2,59,5,50,,49389642
71,Dwayne,Watson,T,23,,76,303,Winston-Salem,Inquisitors,South,1,Media,1,2,59,5,50,,49389739
98,DeAngelo,Russell,DE,22,,77,265,Oregon State,River Otters,Pacific Northwest,1,Media,1,2,59,5,50,,49389742
29,Elandon,Heath,FB,22,,73,252,Louisville,Finches,South,1,Media,1,2,59,5,50,,49389599
22,Joseph,McCoy,S,22,,72,173,Oklahoma,Wagoneers,Great Plains,1,Media,1,2,59,5,50,,49389924
61,Beau,Mayer,T,22,,78,303,Pittsburgh,Jaguars,Appalachia,1,Media,1,2,59,5,50,,49389670
3,C.J.,Thomas,CB,23,,73,199,North Dakota State,Buffaloes,Great Plains,2,Media,1,2,59,5,50,,49389877
20,Denis,Johnson,HB,21,Aggressive,73,195,Mississippi,Insurgents,South,1,American Player Scouts,1,15,59,2,65,"Denis needs to play with better discipline and anticipation as a pro. He's a solid back but not overly dynamic and lacks the desired third-down value right now. Johnson lacks the vision and agility to slide and bounce around tacklers but he has strength to run them over. Denis proved to our scouts that his performance matched his reputation. Like all college Halfbacks, Johnson has some things to work on for the PFL. Our scouts didn't see anything special about Johnson's long-term PFL potential. ",49389568
17,DeAngelo,Duncan,K,23,Professional,74,167,Louisiana State,Cougars,South,1,American Player Scouts,1,18,59,2,65,"DeAngelo needs to play with better discipline and anticipation as a pro. Overall, DeAngelo was generally solid, but sometimes made some mistakes. Productive playmaker with below-average size but above-average heart. Like all college Kickers, Duncan has some things to work on for the PFL. His name was mentioned many times by our scouts after leaving the facility for showing outstanding leadership potential. ",49389953
26,Michael,Schmidt,WR,23,Adaptable,69,195,Alabama,Red Wave,South,1,American Player Scouts,1,21,59,2,65,"Unfortunately, Schmidt probably won't hear his name called until the late second or third day of the draft. Schmidt could benefit from some more reps at WR. Overall, Michael was generally solid, but sometimes made some mistakes. Like all college Wide Receivers, Schmidt has some things to work on for the PFL. He brings great upside, and his potential shouldn't be overlooked. ",49389605
